"animal_id","name","datetime","datetime2","found_location","intake_type","intake_condition","animal_type","sex_upon_intake","age_upon_intake","breed","color"
"A895933",,"2024-01-06T13:13:00.000","2024-01-06T13:13:00.000","6103 Manor Road in Austin (TX)","Stray","Medical","Dog","Intact Female","1 year","Chihuahua Longhair","Tan/Black"
"A895941","*Periwinkle","2024-01-06T15:16:00.000","2024-01-06T15:16:00.000","W William Cannon Dr And Brodie Ln in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","Pit Bull","Blue/White"
"A794930","Pickles","2024-01-06T15:19:00.000","2024-01-06T15:19:00.000","Austin (TX)","Stray","Sick","Cat","Neutered Male","4 years","Domestic Shorthair","Orange Tabby"
"A895946","Kobe","2024-01-06T16:14:00.000","2024-01-06T16:14:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","2 years","Plott Hound Mix","Brown Brindle"
"A895953","Chloe","2024-01-06T21:17:00.000","2024-01-06T21:17:00.000","Ih 35 And Breaker in Austin (TX)","Stray","Normal","Dog","Spayed Female","2 years","Miniature Poodle","Black"
"A895954",,"2024-01-06T21:17:00.000","2024-01-06T21:17:00.000","Ih 35 And Breaker in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Miniature Poodle","White"
"A895968",,"2024-01-07T10:30:00.000","2024-01-07T10:30:00.000","5008 Canella Dr in Austin (TX)","Public Assist","Normal","Dog","Intact Female","7 months","Chihuahua Shorthair","Black/Tan"
"A895969",,"2024-01-07T10:30:00.000","2024-01-07T10:30:00.000","5008 Canella Dr in Austin (TX)","Public Assist","Normal","Dog","Intact Female","7 months","Chihuahua Shorthair","Tan"
"A895970",,"2024-01-07T10:30:00.000","2024-01-07T10:30:00.000","5008 Canella Dr in Austin (TX)","Public Assist","Normal","Dog","Intact Female","2 years","Chihuahua Shorthair","Tan"
"A895971","Sister","2024-01-07T10:30:00.000","2024-01-07T10:30:00.000","5008 Canella Dr in Austin (TX)","Public Assist","Normal","Dog","Intact Female","2 years","Labrador Retriever","Black"
"A895972",,"2024-01-07T10:30:00.000","2024-01-07T10:30:00.000","5008 Canella Dr in Austin (TX)","Public Assist","Normal","Dog","Intact Female","2 months","Labrador Retriever","Black"
"A895974","Max","2024-01-07T10:46:00.000","2024-01-07T10:46:00.000","Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Chihuahua Shorthair","Tan"
"A895980","*Dolph","2024-01-07T11:55:00.000","2024-01-07T11:55:00.000","13601 Abraham Lincoln St in Austin (TX)","Stray","Normal","Dog","Intact Male","3 years","Pit Bull","Fawn"
"A896016",,"2024-01-08T07:49:00.000","2024-01-08T07:49:00.000","South Lamar And Arbys in Austin (TX)","Stray","Injured","Dog","Intact Female","1 year","Boxer/Pit Bull","White/Tan"
"A896017","Fezzik","2024-01-08T07:55:00.000","2024-01-08T07:55:00.000","2521 Rutland Drive in Austin (TX)","Stray","Injured","Cat","Intact Male","1 month","Domestic Shorthair","Orange Tabby"
"A896025","*Bennigan","2024-01-08T10:13:00.000","2024-01-08T10:13:00.000","Black Panda Trail in Travis (TX)","Stray","Normal","Dog","Intact Male","8 months","Beagle Mix","White/Black"
"A894716","Sage","2024-01-08T10:58:00.000","2024-01-08T10:58:00.000","Travis (TX)","Owner Surrender","Medical","Dog","Spayed Female","8 years","German Shepherd Mix","Brown/Black"
"A896021","Ori","2024-01-08T11:14:00.000","2024-01-08T11:14:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","3 years","Cardigan Welsh Corgi","Black/White"
"A896027",,"2024-01-08T11:53:00.000","2024-01-08T11:53:00.000","611 Red River Street in Austin (TX)","Stray","Injured","Cat","Neutered Male","2 years","Domestic Shorthair","Black/White"
"A896029","A896029","2024-01-08T11:55:00.000","2024-01-08T11:55:00.000","3300 Golden Aspen Loop in Travis (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Torbie"
"A896030","A896030","2024-01-08T11:55:00.000","2024-01-08T11:55:00.000","3300 Golden Aspen Loop in Travis (TX)","Stray","Normal","Cat","Unknown","1 year","Domestic Shorthair Mix","Brown Tabby"
"A895931","*Crinkle","2024-01-08T12:16:00.000","2024-01-08T12:16:00.000","Onion Creek Park in Austin (TX)","Stray","Normal","Dog","Intact Female","9 months","Labrador Retriever","Black/Tricolor"
"A880562","*Darla","2024-01-08T12:17:00.000","2024-01-08T12:17:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","2 years","Pit Bull Mix","Brown Brindle/White"
"A895930","Luna","2024-01-08T12:18:00.000","2024-01-08T12:18:00.000","Vine Hill Dr And Onion Creek Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","9 months","Labrador Retriever","White"
"A896036","Giovanni","2024-01-08T12:34:00.000","2024-01-08T12:34:00.000","Stassney Lane in Austin (TX)","Stray","Normal","Dog","Intact Male","4 months","Pit Bull","Fawn"
"A896041","A896041","2024-01-08T12:46:00.000","2024-01-08T12:46:00.000","2201 Montopolis in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","Chihuahua Shorthair Mix","Yellow/White"
"A896042","Oliver","2024-01-08T12:46:00.000","2024-01-08T12:46:00.000","2201 Montopolis in Austin (TX)","Stray","Normal","Dog","Intact Male","5 years","Chihuahua Shorthair Mix","Black/White"
"A896038",,"2024-01-08T12:56:00.000","2024-01-08T12:56:00.000","11901 Foley Dr in Travis (TX)","Stray","Feral","Cat","Intact Female","2 years","Domestic Shorthair","Calico"
"A896039",,"2024-01-08T12:56:00.000","2024-01-08T12:56:00.000","11901 Foley Dr in Travis (TX)","Stray","Feral","Cat","Intact Female","2 years","Domestic Shorthair","Calico"
"A652733","Travis","2024-01-08T13:14:00.000","2024-01-08T13:14:00.000","Springdale And Astor in Austin (TX)","Stray","Normal","Dog","Neutered Male","11 years","German Shepherd Mix","Sable/White"
"A896044","*Lancelot","2024-01-08T13:34:00.000","2024-01-08T13:34:00.000","616 West 51St Street in Austin (TX)","Stray","Normal","Cat","Intact Male","5 years","Domestic Shorthair Mix","Black/White"
"A896046","Benji","2024-01-08T14:03:00.000","2024-01-08T14:03:00.000","2509 Od in Austin (TX)","Stray","Normal","Cat","Intact Male","8 months","Domestic Shorthair","Brown Tabby/White"
"A896050",,"2024-01-08T14:58:00.000","2024-01-08T14:58:00.000","11515 Mayo St in Austin (TX)","Stray","Normal","Cat","Intact Female","4 months","Siamese","Lynx Point"
"A895385","Bunny","2024-01-08T15:36:00.000","2024-01-08T15:36:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","2 years","Chihuahua Longhair Mix","Black/Tan"
"A896053",,"2024-01-08T15:41:00.000","2024-01-08T15:41:00.000","7Oo Lavaca St in Austin (TX)","Wildlife","Normal","Other","Unknown","2 years","Bat","Brown/Brown"
"A896055","Mango","2024-01-08T15:55:00.000","2024-01-08T15:55:00.000","440 East St Elmo Road in Austin (TX)","Stray","Sick","Cat","Intact Male","3 months","Domestic Shorthair","Orange Tabby"
"A896054",,"2024-01-08T15:56:00.000","2024-01-08T15:56:00.000","7002 Shannon Dr in Austin (TX)","Stray","Sick","Cat","Spayed Female","10 years","Domestic Medium Hair","White/Blue"
"A886120","*Big Joe","2024-01-08T16:20:00.000","2024-01-08T16:20:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","2 years","Pit Bull","Brown/White"
"A896063","Riven","2024-01-08T17:32:00.000","2024-01-08T17:32:00.000","12100 Samsung in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Black Mouth Cur Mix","Brown"
"A896064",,"2024-01-08T17:44:00.000","2024-01-08T17:44:00.000","1415 Crete Lane in Travis (TX)","Stray","Normal","Dog","Intact Female","2 months","Pit Bull","Blue/White"
"A896067","Stella","2024-01-08T21:24:00.000","2024-01-08T21:24:00.000","6810 Landscape Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","4 years","Pit Bull Mix","Gray/White"
"A896057",,"2024-01-09T08:53:00.000","2024-01-09T08:53:00.000","13903 Fm 812 in Travis (TX)","Public Assist","Injured","Dog","Intact Male","2 years","Labrador Retriever Mix","Tan/Brown"
"A896066","Michelangelo","2024-01-09T08:58:00.000","2024-01-09T08:58:00.000","Highway 71 And Albert Brown Drive in Travis (TX)","Stray","Normal","Dog","Intact Male","1 year","Doberman Pinsch","Black/Brown"
"A896086","Nimbus","2024-01-09T11:34:00.000","2024-01-09T11:34:00.000","1200 Montopolis Drive in Austin (TX)","Stray","Normal","Dog","Intact Male","10 months","Siberian Husky/Labrador Retriever","White/Gray"
"A894471","*Bess","2024-01-09T11:42:00.000","2024-01-09T11:42:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","3 years","Chihuahua Shorthair Mix","White/Black"
"A896088","*Dreamsicle!","2024-01-09T12:16:00.000","2024-01-09T12:16:00.000","4808 Ledesma Rd in Austin (TX)","Stray","Injured","Cat","Intact Male","3 years","Domestic Shorthair","Orange Tabby/White"
"A896097","Axle","2024-01-09T13:30:00.000","2024-01-09T13:30:00.000","6603 N Interstate 35 Frontage Rd in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","4 years","Labrador Retriever","Black/White"
"A835494","Luna","2024-01-09T14:32:00.000","2024-01-09T14:32:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","2 years","Domestic Shorthair","Brown Tabby"
"A896100","Ginger","2024-01-09T15:20:00.000","2024-01-09T15:20:00.000","22215 Ann Showers in Travis (TX)","Owner Surrender","Normal","Dog","Intact Female","1 year","German Shepherd Mix","Brown/Black"
"A896101","Pretty Girl","2024-01-09T15:20:00.000","2024-01-09T15:20:00.000","22215 Ann Showers in Travis (TX)","Owner Surrender","Normal","Dog","Intact Female","1 year","Labrador Retriever/Australian Cattle Dog","Brown/Black"
"A896102","Kota","2024-01-09T15:20:00.000","2024-01-09T15:20:00.000","22215 Ann Showers in Travis (TX)","Owner Surrender","Pregnant","Dog","Intact Female","1 month","Labrador Retriever/Chihuahua Shorthair","White"
"A896103","Gracy","2024-01-09T15:20:00.000","2024-01-09T15:20:00.000","22215 Ann Showers in Travis (TX)","Owner Surrender","Pregnant","Dog","Intact Female","1 month","Labrador Retriever/Australian Cattle Dog","Brown"
"A896104","Nala","2024-01-09T15:20:00.000","2024-01-09T15:20:00.000","22215 Ann Showers in Travis (TX)","Owner Surrender","Pregnant","Dog","Intact Female","1 month","Labrador Retriever/Australian Cattle Dog","Brown"
"A896105","Evee","2024-01-09T15:20:00.000","2024-01-09T15:20:00.000","22215 Ann Showers in Travis (TX)","Owner Surrender","Pregnant","Dog","Intact Female","1 month","Labrador Retriever/Australian Cattle Dog","Brown"
"A896106","Stinky","2024-01-09T15:20:00.000","2024-01-09T15:20:00.000","22215 Ann Showers in Travis (TX)","Owner Surrender","Pregnant","Dog","Intact Male","1 month","Labrador Retriever/Australian Cattle Dog","Brown"
"A896107","Gray Collar","2024-01-09T15:20:00.000","2024-01-09T15:20:00.000","22215 Ann Showers in Travis (TX)","Owner Surrender","Pregnant","Dog","Intact Female","1 month","Labrador Retriever/Australian Cattle Dog","Black"
"A896108","Mokka Dior","2024-01-09T15:20:00.000","2024-01-09T15:20:00.000","22215 Ann Showers in Travis (TX)","Owner Surrender","Pregnant","Dog","Intact Female","4 weeks","Labrador Retriever/Australian Cattle Dog","Tricolor"
"A896109","Lavendar Collar","2024-01-09T15:20:00.000","2024-01-09T15:20:00.000","22215 Ann Showers in Travis (TX)","Owner Surrender","Pregnant","Dog","Intact Male","1 month","Labrador Retriever/Australian Cattle Dog","Black"
"A896110","Enzo","2024-01-09T15:20:00.000","2024-01-09T15:20:00.000","22215 Ann Showers in Travis (TX)","Owner Surrender","Pregnant","Dog","Intact Male","1 month","Labrador Retriever/Australian Cattle Dog","Brown"
"A896111","Kai","2024-01-09T15:20:00.000","2024-01-09T15:20:00.000","22215 Ann Showers in Travis (TX)","Owner Surrender","Pregnant","Dog","Intact Male","1 month","Labrador Retriever/Australian Cattle Dog","Brown"
"A896112","Manny","2024-01-09T15:20:00.000","2024-01-09T15:20:00.000","22215 Ann Showers in Travis (TX)","Owner Surrender","Pregnant","Dog","Intact Male","1 month","Labrador Retriever/Australian Cattle Dog","Brown"
"A896114","Meimei","2024-01-09T15:31:00.000","2024-01-09T15:31:00.000","10125 N Interstate Hwy 35 in Austin (TX)","Stray","Normal","Cat","Intact Female","2 years","Domestic Longhair","Brown Tabby/White"
"A721194","Cooper","2024-01-09T15:53:00.000","2024-01-09T15:53:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","8 years","Labrador Retriever/Whippet","Black/White"
"A896115","*Juni","2024-01-09T16:11:00.000","2024-01-09T16:11:00.000","2815 E Hwy 71 in Travis (TX)","Stray","Normal","Cat","Intact Female","10 months","Domestic Shorthair","Brown Tabby"
"A896116","*Doodlebug","2024-01-09T16:11:00.000","2024-01-09T16:11:00.000","2815 E Hwy 71 in Travis (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Shorthair","Cream Tabby"
"A896117",,"2024-01-09T17:12:00.000","2024-01-09T17:12:00.000","11700 Dionda Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Shorthair","Black/White"
"A896118","Hammerhead","2024-01-09T17:24:00.000","2024-01-09T17:24:00.000","491 Prock Ln in Austin (TX)","Public Assist","Normal","Cat","Spayed Female","15 years","Domestic Medium Hair","Black/White"
"A896120","*Cookie","2024-01-09T17:24:00.000","2024-01-09T17:24:00.000","491 Prock Ln in Austin (TX)","Public Assist","Normal","Cat","Spayed Female","16 years","Domestic Shorthair","Brown Tabby/White"
"A896122","Mia","2024-01-09T17:51:00.000","2024-01-09T17:51:00.000","Berkman Dr And Greenbrook Pkwy in Austin (TX)","Stray","Normal","Cat","Intact Female","10 months","Domestic Shorthair","Tortie"
"A896125","Smoke","2024-01-09T18:22:00.000","2024-01-09T18:22:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","4 months","Domestic Shorthair","Black/White"
"A896126","Angel","2024-01-09T18:22:00.000","2024-01-09T18:22:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","4 months","Domestic Shorthair","Black/White"
"A896127","Baby Doll","2024-01-09T18:22:00.000","2024-01-09T18:22:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","4 months","Domestic Shorthair","White/Blue"
"A896128","El Jr","2024-01-09T18:22:00.000","2024-01-09T18:22:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","4 months","Domestic Shorthair","Blue/White"
"A896138","*Myla","2024-01-10T07:11:00.000","2024-01-10T07:11:00.000","Ben White Svrd  S Ih 35 Svrd in Travis (TX)","Stray","Normal","Dog","Intact Female","1 year","Plott Hound","Brown/White"
"A896130",,"2024-01-10T08:01:00.000","2024-01-10T08:01:00.000","401 Little Texas Lane in Austin (TX)","Stray","Injured","Cat","Neutered Male","2 years","Domestic Shorthair Mix","White/Orange Tabby"
"A896147","*Clementine","2024-01-10T10:37:00.000","2024-01-10T10:37:00.000","825 Rundberg Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair","Orange Tabby"
"A896148","*Tangerine","2024-01-10T10:37:00.000","2024-01-10T10:37:00.000","825 Rundberg Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair","Orange Tabby/White"
"A896149","*Valencia","2024-01-10T10:37:00.000","2024-01-10T10:37:00.000","825 Rundberg Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair","Orange Tabby"
"A896150","*Mandarin","2024-01-10T10:37:00.000","2024-01-10T10:37:00.000","825 Rundberg Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair","Orange Tabby"
"A896151","*Seville","2024-01-10T10:37:00.000","2024-01-10T10:37:00.000","825 Rundberg Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair","Orange Tabby"
"A896152",,"2024-01-10T11:02:00.000","2024-01-10T11:02:00.000","222 West Ave in Austin (TX)","Wildlife","Injured","Bird","Unknown","1 year","Pigeon","Gray"
"A896153","Travis","2024-01-10T11:20:00.000","2024-01-10T11:20:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","11 years","Rottweiler","Black/Brown"
"A896154","Tiberius","2024-01-10T11:36:00.000","2024-01-10T11:36:00.000","1009 Speer Ln in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","German Shepherd","Black/Tan"
"A896158",,"2024-01-10T11:51:00.000","2024-01-10T11:51:00.000","6102 Derby Cv in Austin (TX)","Stray","Normal","Cat","Intact Female","6 months","Domestic Shorthair","Brown Tabby"
"A896160",,"2024-01-10T11:51:00.000","2024-01-10T11:51:00.000","6102 Derby Cv in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Torbie"
"A896161","Ginger","2024-01-10T11:51:00.000","2024-01-10T11:51:00.000","6102 Derby Cv in Austin (TX)","Stray","Normal","Cat","Intact Female","6 months","Domestic Shorthair","Brown Tabby/White"
"A896159","*Cassidy","2024-01-10T11:52:00.000","2024-01-10T11:52:00.000","502 W Longspur Blvd in Austin (TX)","Public Assist","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Orange Tabby"
"A896156","*Norton","2024-01-10T11:52:00.000","2024-01-10T11:52:00.000","502 W Longspur Blvd in Austin (TX)","Public Assist","Normal","Cat","Intact Male","2 months","Domestic Shorthair","Orange Tabby"
"A896163","Mochi","2024-01-10T12:18:00.000","2024-01-10T12:18:00.000","Austin (TX)","Stray","Normal","Dog","Intact Male","5 years","American Pit Bull Terrier","Fawn"
"A896157","*Teenie Marie","2024-01-10T12:50:00.000","2024-01-10T12:50:00.000","502 W Longspur Blvd in Austin (TX)","Public Assist","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Brown Tabby"
"A896162","Cora","2024-01-10T12:50:00.000","2024-01-10T12:50:00.000","502 W Longspur Blvd in Austin (TX)","Public Assist","Normal","Cat","Neutered Male","2 years","Domestic Shorthair","Black"
"A896164","Bane","2024-01-10T12:51:00.000","2024-01-10T12:51:00.000","601 Middle Lane in Austin (TX)","Stray","Injured","Dog","Intact Male","2 years","Pit Bull Mix","Black/White"
"A896165","Lucky","2024-01-10T12:53:00.000","2024-01-10T12:53:00.000","Dove Springs Dr And Creek Bend Dr in Austin (TX)","Stray","Injured","Dog","Intact Male","1 year","Pit Bull","White/Brown"
"A891823","*Milk Duddy","2024-01-10T13:07:00.000","2024-01-10T13:07:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","2 years","Pit Bull","Black/White"
"A896167","Stewie","2024-01-10T13:18:00.000","2024-01-10T13:18:00.000","6601 Carisbrooke Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","2 years","Domestic Shorthair","Black"
"A896175","Kosmos","2024-01-10T14:34:00.000","2024-01-10T14:34:00.000","1104 Christie Drive in Austin (TX)","Stray","Normal","Cat","Intact Male","5 months","Domestic Shorthair","Brown Tabby/White"
"A896176","Puppy","2024-01-10T15:24:00.000","2024-01-10T15:24:00.000","9000 Reinli St in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","Maltese/Cairn Terrier","White/Tan"
"A896179","Blanquita","2024-01-10T15:45:00.000","2024-01-10T15:45:00.000","7201 Levander Loop in Austin (TX)","Abandoned","Normal","Dog","Spayed Female","1 year","Staffordshire","White/Black"
